user,label
Test_02230,0.09487887471914291
Test_21691,0.3761139512062073
Test_31857,0.127079576253891
Test_13647,0.08585403114557266
Test_44427,0.08978598564863205
Test_33482,0.004002052824944258
Test_00391,0.3304380476474762
Test_45650,0.16448839008808136
Test_25304,0.26039794087409973
Test_45150,0.3058336675167084
Test_41282,0.0315517894923687
Test_18484,0.2275622934103012
Test_38353,0.19631941616535187
Test_17722,0.19602541625499725
Test_36788,0.25726351141929626
Test_15172,0.2327803373336792
Test_07608,0.26634880900382996
Test_47306,0.3886197805404663
Test_03481,0.23598207533359528
Test_42328,0.11208431422710419
Test_20398,0.20646800100803375
Test_33096,0.003999299835413694
Test_29068,0.008633262477815151
Test_28057,0.2337154895067215
Test_06123,0.3557543456554413
Test_12161,0.3347410559654236
Test_25091,0.5974666476249695
Test_35283,0.3157843351364136
Test_39866,0.006151106208562851
Test_36303,0.2749612629413605
Test_05713,0.01737816445529461
Test_41879,0.2115856558084488
Test_47039,0.15772129595279694
Test_36173,0.15807093679904938
Test_18256,0.16122651100158691
Test_24324,0.12541960179805756
Test_19950,0.002096852520480752
Test_06074,0.01896234229207039
Test_41606,0.20788180828094482
Test_12667,0.20882493257522583
Test_13817,0.18107840418815613
Test_20556,0.2366192638874054
Test_13689,0.1716562658548355
Test_42112,0.22554154694080353
Test_34273,0.21631251275539398
Test_20390,0.27839604020118713
Test_46909,0.357188880443573
Test_39037,0.31963029503822327
Test_00306,0.3898274600505829
Test_22458,0.2671871483325958
Test_03812,0.4343070983886719
Test_39697,0.12759776413440704
Test_08662,0.3153117895126343
Test_10629,0.39528676867485046
Test_46849,0.005974105559289455
Test_10140,0.17323234677314758
Test_03931,0.06412829458713531
Test_44245,0.2842264771461487
Test_29229,0.3317446708679199
Test_10194,0.07794661819934845
Test_20053,0.17285721004009247
Test_18282,0.21863046288490295
Test_31940,0.42564117908477783
Test_06783,0.5363023281097412
Test_22320,0.21056127548217773
Test_10047,0.40006646513938904
Test_27140,0.27336540818214417
Test_22594,0.2898615300655365
Test_00366,0.29114750027656555
Test_23749,0.1779254525899887
Test_24044,0.3138551115989685
Test_00566,0.22782817482948303
Test_37299,0.23146583139896393
Test_07113,0.40184494853019714
Test_45419,0.07764361053705215
Test_39892,0.13508422672748566
Test_14157,0.29970982670783997
Test_40167,0.23207604885101318
Test_38480,0.2833562195301056
Test_46448,0.2730737030506134
Test_24142,0.2832625210285187
Test_36686,0.2927315831184387
Test_34467,0.3629436492919922
Test_45027,0.2651386857032776
Test_21870,0.18769517540931702
Test_12710,0.18719841539859772
Test_41528,0.25192752480506897
Test_26852,0.03090088441967964
Test_05279,0.34380432963371277
Test_09540,0.21953876316547394
Test_29966,0.4119357168674469
Test_24438,0.2801477313041687
Test_16535,0.23521937429904938
Test_40927,0.2621513307094574
Test_15301,0.20500816404819489
Test_37681,0.195162832736969
Test_24644,0.29096803069114685
Test_07177,0.3027741014957428
Test_24351,0.32510635256767273
Test_22442,0.47221729159355164
Test_37653,0.16796989738941193
Test_23169,0.004658213350921869
Test_40415,0.2838872969150543
Test_03854,0.32482555508613586
Test_15000,0.21666696667671204
Test_28124,0.3959902226924896
Test_11403,0.3809208273887634
Test_44811,0.33058226108551025
Test_45151,0.014294721186161041
Test_04139,0.02669762633740902
Test_14678,0.3064258396625519
Test_13271,0.1723630428314209
Test_15016,0.1662129908800125
Test_28487,0.22450488805770874
Test_13058,0.30061352252960205
Test_40906,0.003621964016929269
Test_25397,0.32957354187965393
Test_24028,0.305571973323822
Test_43166,0.2519042491912842
Test_33267,0.35638418793678284
Test_14252,0.1910799890756607
Test_08368,0.08108223974704742
Test_30331,0.3019753098487854
Test_30711,0.24562044441699982
Test_26527,0.32874253392219543
Test_06593,0.40099719166755676
Test_38787,0.36012017726898193
Test_04051,0.037131063640117645
Test_21008,0.3090922236442566
Test_40216,0.3053171932697296
Test_12473,0.19284659624099731
Test_10017,0.2164708822965622
Test_09509,0.24903976917266846
Test_17686,0.3020783066749573
Test_10682,0.4209658205509186
Test_13574,0.21509097516536713
Test_44361,0.014079464599490166
Test_11055,0.27746495604515076
Test_28350,0.021180501207709312
Test_29529,0.3791903555393219
Test_04039,0.18167267739772797
Test_03949,0.1449708491563797
Test_46745,0.20646454393863678
Test_26457,0.1258336454629898
Test_43807,0.4234534204006195
Test_16170,0.251103013753891
Test_09184,0.1355563849210739
Test_39670,0.04472070932388306
Test_43258,0.17402000725269318
Test_44378,0.002579072257503867
Test_02404,0.41207441687583923
Test_03580,0.018313394859433174
Test_39120,0.157845601439476
Test_03047,0.20982111990451813
Test_37113,0.004040419589728117
Test_42863,0.2373989075422287
Test_36772,0.3592608869075775
Test_29329,0.19631335139274597
Test_27405,0.07121310383081436
Test_33768,0.1626458466053009
Test_02163,0.3560401499271393
Test_27491,0.2663052976131439
Test_04628,0.22677655518054962
Test_43220,0.3144337832927704
Test_36163,0.28323593735694885
Test_10143,0.18236121535301208
Test_17747,0.1435081511735916
Test_10720,0.1834304928779602
Test_27771,0.14388889074325562
Test_15314,0.09930505603551865
Test_16050,0.19837410748004913
Test_34218,0.34186476469039917
Test_06431,0.20816832780838013
Test_04615,0.10111869871616364
Test_28502,0.01932027004659176
Test_29042,0.40985631942749023
Test_42382,0.2978276014328003
Test_17552,0.37776947021484375
Test_41387,0.173836812376976
Test_11927,0.36533603072166443
Test_39074,0.11690203845500946
Test_05867,0.15433183312416077
Test_36489,0.21546249091625214
Test_40546,0.20979097485542297
Test_40867,0.004750918596982956
Test_07271,0.1986357718706131
Test_32185,0.24804311990737915
Test_46682,0.021742044016718864
Test_09039,0.18566438555717468
Test_31865,0.19846737384796143
Test_39709,0.14550372958183289
Test_38796,0.3181135654449463
Test_27877,0.23965489864349365
Test_06506,0.31926074624061584
Test_30855,0.239083930850029
Test_22154,0.2194860577583313
Test_24161,0.34803780913352966
Test_24349,0.2783663272857666
Test_18527,0.3417554199695587
Test_26069,0.23925703763961792
Test_08472,0.20613545179367065
Test_12005,0.35189154744148254
Test_29721,0.3590660095214844
Test_33954,0.36655184626579285
Test_19968,0.32072678208351135
Test_01929,0.08887255191802979
Test_21089,0.2431335747241974
Test_33043,0.3159315884113312
Test_20856,0.3590848445892334
Test_25208,0.1897449493408203
Test_35153,0.034662213176488876
Test_03483,0.10592633485794067
Test_28706,0.2392066866159439
Test_23429,0.2979985177516937
Test_21954,0.22031976282596588
Test_38338,0.2308836728334427
Test_19177,0.26433777809143066
Test_43584,0.19822563230991364
Test_40002,0.26548197865486145
Test_39610,0.234670951962471
Test_32090,0.27711236476898193
Test_31487,0.10475423187017441
Test_38537,0.039013318717479706
Test_32880,0.4112171530723572
Test_42937,0.018709354102611542
Test_39509,0.24305151402950287
Test_39403,0.3464089035987854
Test_22116,0.27305087447166443
Test_26049,0.35236454010009766
Test_20765,0.30294322967529297
Test_10509,0.04779810830950737
Test_02842,0.43677908182144165
Test_36993,0.26899904012680054
Test_31345,0.27269577980041504
Test_23702,0.2672073245048523
Test_31501,0.3881312608718872
Test_03285,0.33606261014938354
Test_00736,0.3394409418106079
Test_35880,0.2088882476091385
Test_25608,0.2388138622045517
Test_13221,0.00255942321382463
Test_19112,0.4180670976638794
Test_00881,0.19365890324115753
Test_25601,0.3694397509098053
Test_45781,0.29572686553001404
Test_45092,0.44891121983528137
Test_01669,0.37456580996513367
Test_00037,0.25798356533050537
Test_44922,0.39852187037467957
Test_18218,0.2195681631565094
Test_30631,0.2126634418964386
Test_04236,0.2771991789340973
Test_08178,0.32757648825645447
Test_13364,0.1564352810382843
Test_34056,0.3311036229133606
Test_37598,0.26113584637641907
Test_45505,0.4141791760921478
Test_31811,0.2663114070892334
Test_44392,0.06503871828317642
Test_34530,0.03125870227813721
Test_30207,0.24640344083309174
Test_45242,0.4008716940879822
Test_09588,0.2870241403579712
Test_09398,0.1893950253725052
Test_31548,0.3101896643638611
Test_31044,0.17010661959648132
Test_24475,0.2537749111652374
Test_30145,0.1595880091190338
Test_13188,0.2115408033132553
Test_41768,0.07821496576070786
Test_32133,0.07170382142066956
Test_27655,0.324167400598526
Test_30370,0.277521014213562
Test_44187,0.3009849488735199
Test_26027,0.44105905294418335
Test_07793,0.2540310323238373
Test_26710,0.007630790583789349
Test_14255,0.5586149096488953
Test_35018,0.2946830689907074
Test_33686,0.4064474105834961
Test_46653,0.05051529034972191
Test_06068,0.1449742615222931
Test_29639,0.18503543734550476
Test_03173,0.13929693400859833
Test_06135,0.2544543445110321
Test_21933,0.4173892140388489
Test_28316,0.11679649353027344
Test_09225,0.1574036180973053
Test_00582,0.23127572238445282
Test_09506,0.3986136019229889
Test_36929,0.12938247621059418
Test_14979,0.24778762459754944
Test_20278,0.20435194671154022
Test_39227,0.3200131058692932
Test_45048,0.00503337848931551
Test_33897,0.3193087577819824
Test_33888,0.2247261255979538
Test_30849,0.21077251434326172
Test_31640,0.1516149491071701
Test_30091,0.2784220576286316
Test_03621,0.1664160192012787
Test_43135,0.29701268672943115
Test_31802,0.3536781966686249
Test_01720,0.2854181230068207
Test_43004,0.27647560834884644
Test_11181,0.11254163086414337
Test_46392,0.14918427169322968
Test_00946,0.22329166531562805
Test_30874,0.02769559994339943
Test_03628,0.2667196989059448
Test_33044,0.22808228433132172
Test_00565,0.30112501978874207
Test_44756,0.05836907774209976
Test_04060,0.2335837185382843
Test_38645,0.29155924916267395
Test_26864,0.2584175765514374
Test_17926,0.2901652455329895
Test_21026,0.32807472348213196
